Supplier,Website,Email,Framework,Borough,Councils Named,Council Access Basis,Companies House No,Notice ID,Awarded Date,Contact Status,Notes,Check
Royal Mencap Society,https://www.mencap.org.uk,information@mencap.org.uk,Learning Disability Residential & Supported Living (spot purchases) Framework,Tower Hamlets,Tower Hamlets,"Commissioning council only - no other authority evidenced. CF TOWER001-DN453709-97120610 and FTS 004428-2021 name Tower Hamlets as the sole buyer, and say 'Provision must be delivered within the borough or within a 3 miles radius of Tower Hamlets'.",,TOWER001-DN453709-97120610,12/02/2021,verified (existing data),,
The Camden Society (London),https://www.thera.co.uk/about/where-we-work/the-camden-society/,info@thera.co.uk,Learning Disability Residential & Supported Living (spot purchases) Framework,Tower Hamlets,Tower Hamlets,"Commissioning council only - no other authority evidenced. CF TOWER001-DN453709-97120610 and FTS 004428-2021 name Tower Hamlets as the sole buyer, and say 'Provision must be delivered within the borough or within a 3 miles radius of Tower Hamlets'.",,TOWER001-DN453709-97120610,12/02/2021,web research (high),"The Camden Society is part of the Thera group; thecamdensociety.co.uk 301-redirects to this Thera page. info@thera.co.uk is shown there, so the existing email is legitimate.",
Turning Point Services Ltd,https://www.turning-point.co.uk,housing@turning-point.co.uk,Learning Disability Residential & Supported Living (spot purchases) Framework,Tower Hamlets,Tower Hamlets,"Commissioning council only - no other authority evidenced. CF TOWER001-DN453709-97120610 and FTS 004428-2021 name Tower Hamlets as the sole buyer, and say 'Provision must be delivered within the borough or within a 3 miles radius of Tower Hamlets'.",,TOWER001-DN453709-97120610,12/02/2021,verified (existing data),"Turning Point (England, CH 02166697); previous data pointed at Turning Point Scotland, a different charity",
Voyage,https://www.voyagecare.com/,referrals@voyagecare.com,Learning Disability Residential & Supported Living (spot purchases) Framework,Tower Hamlets,Tower Hamlets,"Commissioning council only - no other authority evidenced. CF TOWER001-DN453709-97120610 and FTS 004428-2021 name Tower Hamlets as the sole buyer, and say 'Provision must be delivered within the borough or within a 3 miles radius of Tower Hamlets'.",,TOWER001-DN453709-97120610,12/02/2021,web research (high),Existing email correct; website changed from an autism.org.uk directory listing to the Voyage Care homepage.,
Look Ahead Care and Support,http://www.lookahead.org.uk/,getintouch@lookahead.org.uk,"Mental Health Accommodation Based Schemes; Cannon Street Road, Ensign Street and Glasshouse Fields",Tower Hamlets,Tower Hamlets,Commissioning council only - no participating authorities named in the notice,,"AHS5040(B) Mental Health Accommodation Based Schemes; Cannon Street Road, Ensign Street and Glasshou",23/01/2017,verified (existing data),"Single-award contract kept: 3 schemes (Cannon Street Road, Ensign Street, Glasshouse Fields)",
Look Ahead,https://www.lookahead.org.uk/,getintouch@lookahead.org.uk,Mental Health Supported Living Services (Single Tender Action),Tower Hamlets,Tower Hamlets,commissioning council only,,e7ed0d93-c85a-4988-94c2-db8ef4a762c7,2022-03-31,web research (high),Contracts Finder harvest: Rule 3: single supplier but borough MH supported accommodation pathway; Housing association / care and support charity - mental health supported housing across London.,
Abiding Limited,https://www.abidingcare.co.uk,referrals@abidingcare.co.uk,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,verified (existing data),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier",
CAYSH,http://www.caysh.org/,info@caysh.org,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,verified (existing data),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier",
elliot leigh,https://www.elliotleigh.com/,info@elliotleigh.com,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,web research (high),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier; Guaranteed rent / temporary accommodation provider to local authorities, plus supported living (Elliot Leigh TLC). Head office 728-730 Eastern Avenue, Ilford IG2 6PE (tel 0208 983 4444). Group of companies at that address (e.g. Elliot Leigh Guaranteed Rents Ltd 12957161, Elliot Leigh Property Management Ltd 10984965); exact contracting entity not confirmed. Email is on the contact page and in the homepage header/footer.",
Heartwood Care,https://www.heartwoodcare.org/,info@heartwoodcare.org,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,web research (medium),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier; Heartwood Care Group, Ilford IG3 (London/Essex): 16+ semi-independent and supported living for young people. Existing trixonline/CQC values were wrong. No direct Sutton reference found, but the name and service type match.",
JEM Support Service,https://www.jem.services/,info@jem.services,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,web research (high),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier; JEM Support Services Ltd (CH 11235635, 1 Market Street SE18), 16+ youth supported accommodation. Existing email correct; website changed from Indeed to their own site.",
Jordan Xavier Ltd,http://jordanxavier.co.uk/,info@jordanxavier.co.uk,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,verified (existing data),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier",
Look Ahead Housing and Care,https://www.lookahead.org.uk,getintouch@lookahead.org.uk,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,verified (existing data),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier",
Outsets Care Services,https://www.outsetcareservices.co.uk/,admin@outsetcareservices.co.uk,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,web research (medium),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier; CH: OUTSET CARE SERVICES LTD (no 's'), Active, SIC 55900/87900, Wenta Business Centre Enfield EN3 7XU. 16+ semi-independent homes across London working with local authorities. Site shows no company number or address; name and sector match.",
Pangea Support Services,https://www.pangeasupport.com/,info@pangeasupport.com,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,verified (existing data),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier",
Peabody Trust,https://www.peabody.org.uk,supported.housing@peabody.org.uk,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,verified (existing data),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier; Supported living contract over £10m - includes housing",
SILVER BIRCH CARE,https://silverbirchcare.com/,supportedreferrals@sbc-holdings-limited.com,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,web research (high),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier; Existing values correct. Silver Birch Care is owned by Silver Birch Care (Holdings) Ltd (SBC Holdings); the referrals address on the parent's domain is published on silverbirchcare.com's contact page and homepage.",
Single Homeless Project,https://www.shp.org.uk/,info@shp.org.uk,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,verified (existing data),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier",
Step Ahead Services Ltd,http://www.step-a-head.co.uk/,Info@step-a-head.co.uk,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,verified (existing data),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier",
STEP4WARD SERVICES UK LIMITED,https://step4wd.co.uk/,info@step4wd.co.uk,Semi-Independent Living Framework,Tower Hamlets,Tower Hamlets,commissioning council only,,453222da-c734-488c-936e-3a39526f3d6b,2019-07-31,web research (medium),"Contracts Finder harvest: Rules 1-3: semi-independent living accommodation framework, multi-supplier; 16+ transition / 24hr supported accommodation for vulnerable young adults. Step4ward Services UK Ltd (CH 08019010, Ramsgate, active); website is branded Step 4 Ward Services (Kent) Ltd (CH 11932388, Margate) - apparent sister company, same Thanet base; site does not name the UK Ltd entity.",
Providence Row Housing Association,https://prha.net/,info@prha.net,Tower Hamlets North Young People's Support Service,Tower Hamlets,Tower Hamlets,commissioning council only,,3092caac-91b0-4866-bdcf-21c3b88f0a72,2017-08-04,web research (high),Contracts Finder harvest: Rule 3: single supplier but manages a diverse portfolio of young people's supported housing services; Single-award contract kept: 2 schemes (Heather Lodge and Glaucus Street); Own site (Providence Row Housing Association),
Aden Homes Limites,https://adenhomes.com/,info@adenhomes.co.uk,Framework Agreement for the Provision of 16+ Semi-Independent Accommodation & Support Services to Looked After Children and Care Experienced Young Adults in the London Borough of Waltham Forest,Waltham Forest,Waltham Forest,"Commissioning council only - no named participating authority found. FTS 017124-2021 (contract notice), FTS 019022-2022 (award) and CF LBOWF001-DN555974-35368400 say 'any London Borough listed in the directory of London Councils may elect to join the Framework', but the buyer is Waltham Forest alone and no document names a borough that joined. The Waltham Forest Cabinet report of 11 Jan 2024 mentions the framework but names no joiners. Under a strict reading this is a generic open-access clause, not a named arrangement.",,LBOWF001-DN555974-35368400,24/05/2022,verified (existing data),,
